598644036.7,812670808,188472284.3,622148129.3,2926816.622,2851790.673,1014913.354,2027043.801,24482.87799,28522.94894,13772.67397,24961.30168,839175840482,1138982062511,265561167765,872293214284,599411314.6,813558616.1,189686548.4,623066581.6,175.7142857,157.8571429,40.71428571,117.8571429
382066389.6,486884276.4,66985413.4,250715572.2,2498335.442,2585819.366,871976.7397,1725720.18,19558.86332,22074.48436,8281.776061,15855.80858,535568788173,682196003946,96022940622,351969332142,382549134.4,487282860,68587814.73,251406665.8,240,240,26.42857143,132.8571429
249596700.7,271869712.4,152831627.7,89250926.75,3119060.958,3147370,1048639.38,1399126.42,15862.88572,16555.16508,12418.07256,9546.66286,352283600769,383702887344,215891936715,127594280465,251631143.4,274073491,154208526.2,91138771.76,167.8571429,162.8571429,55,57.85714286
9481787988,23805624952,4573290135,1535457162,6158367.54,7329263.119,3181870.011,2739253.649,97344.75053,154237.8463,67617.25134,39177.85789,13266400639183,33305038529981,6400929750895,2148866368758,9476000457,23789313236,4572092679,1534904549,247.8571429,270,129.2857143,191.4285714
2839424801,4727157289,484880357.9,1355426325,4150776.691,4190482.75,1615824.606,2332871.772,53277.06339,68735.86544,22055.60879,36818.9442,3973823676625,6614466876897,681029830626,1897888512538,2838445483,4724619198,486449879,1355634652,227.1428571,240,101.4285714,142.1428571
228678319.5,274074331.2,14109119.7,74335546.35,3524479.672,3389749.628,865479.5957,1617521.138,15167.12883,16597.13968,3959.173729,8701.898184,322058515708,385651063906,21945079258,106012244807,230041796.9,275465045.6,15675056.61,75723032,200.7142857,185.7142857,38.57142857,102.1428571
3831401085,5328592785,275675244,596480780.1,5317985.775,5222206.653,1566496.069,2532560.006,61879.75392,72973.71018,16650.42344,24431.58054,5360745523953,7455227329206,388131240804,835662979083,3829103946,5325162378,277236600.6,596902127.9,300.7142857,300.7142857,107.1428571,192.8571429
886827798,1133792276,53234906.17,382920333.2,4817114.582,4635900.989,1220054.911,2211820.061,29801.02131,33686.68476,7411.148096,19603.19791,1243341219354,1588709822498,76895162537,537999515727,888100871,1134792730,54925116.1,384285368.4,240,240,89.28571429,132.8571429
189950035.7,203847576.2,6327700.598,49447735.65,4744986.952,4571913.901,834546.2684,2233363.01,13850.65323,14350.63847,2790.139337,7177.47474,268576832987,288317154463,10898828529,72122601092,191840595,205940824.6,7784877.521,51516143.64,240.7142857,240.7142857,29.28571429,112.1428571
168953456.7,191991366.2,6218206.053,25798554.24,4131137.194,3986445.052,707095.851,1968632.061,13056.06089,13911.13782,2795.690833,5242.723899,238645016355,270927657648,10942242125,38480615440,170460726,193519755.5,7815887.232,27486153.89,241.4285714,240.7142857,16.42857143,97.85714286
